pump_id,temperature_c,psi,flow_rate_lpm,load_pct,vibration_hz,phase
PMP-02,75.44,130.9,258.48,31.57,-6.34,NOMINAL
PMP-02,75.16,131.27,258.94,31.07,-6.75,NOMINAL
PMP-02,74.91,131.63,259.59,30.84,-7.03,NOMINAL
PMP-02,75.24,136,290,62,26,NOMINAL
PMP-02,74.79,136.58,292.32,62,26,NOMINAL
PMP-02,74.57,136,290.4,62.89,26,NOMINAL
PMP-02,74.39,136.59,292.56,62.97,26,NOMINAL
PMP-02,74.34,137.89,292.65,63.41,26,NOMINAL
PMP-02,74.47,136.73,294.45,62.91,26.74,NOMINAL
PMP-02,73.9,136.72,294.89,63.78,26.75,NOMINAL
PMP-02,73.9,136,294.24,64.68,26.01,NOMINAL
PMP-02,73.96,136.39,292.39,65.52,26,NOMINAL
PMP-02,73.51,137.44,291.23,65.09,26,NOMINAL
PMP-02,73.2,136.46,291.16,64.2,26.41,NOMINAL
PMP-02,73.73,137.85,291.17,63.59,26,NOMINAL
PMP-02,73.73,138.23,290,63.38,26,NOMINAL
PMP-02,73.33,139.46,290.48,63.78,26.77,NOMINAL
PMP-02,73.9,140.92,290,63.42,26.87,NOMINAL
PMP-02,74.43,139.53,291.25,64.36,27.06,NOMINAL
PMP-02,75.02,140.42,292.41,63.57,27.37,NOMINAL
PMP-02,74.96,140.17,294.73,62.96,26.85,NOMINAL
PMP-02,74.81,138.72,296.49,63.58,26.9,NOMINAL
PMP-02,74.3,137.89,296.05,62.59,26.47,NOMINAL
PMP-02,74.14,137.86,295.03,62.15,26.8,NOMINAL
PMP-02,74.05,136.4,295.93,62.56,27.53,NOMINAL
PMP-02,74.58,136,296.34,62.62,27.44,NOMINAL
PMP-02,74.21,137.2,295.03,62.95,27.16,NOMINAL
PMP-02,74.63,138.18,295.02,62.79,26.84,NOMINAL
PMP-02,74.22,138.82,294.2,62.19,26.46,NOMINAL
PMP-02,74.13,140.25,292.55,62.91,26.34,NOMINAL
PMP-02,74.57,141.16,292.65,62.24,26.19,NOMINAL
PMP-02,74.16,141.73,292.04,62.03,26.64,NOMINAL
PMP-02,74.08,141.98,291.61,63.02,26.95,NOMINAL
PMP-02,74.55,142.77,292.97,63.21,27.72,NOMINAL
PMP-02,74.37,141.9,295.17,62.76,27.42,NOMINAL
PMP-02,73.8,142.24,294.37,62.35,28.03,NOMINAL
PMP-02,73.5,141.87,294.81,62.61,28.67,NOMINAL
PMP-02,73.68,142.51,296.85,63.36,29.12,NOMINAL
PMP-02,74.14,141.62,296.35,63.27,28.45,NOMINAL
PMP-02,73.76,142.8,296.75,63.14,28.26,NOMINAL
PMP-02,73.33,141.34,296.81,63.59,27.75,NOMINAL
PMP-02,73.09,141.83,298.01,62.83,28.32,NOMINAL
PMP-02,73.45,143.19,297.17,63.03,28.83,NOMINAL
PMP-02,72.97,141.8,299.48,62.16,29.27,NOMINAL
PMP-02,73.27,141.66,297.93,62,29.08,NOMINAL
PMP-02,73.26,142.67,297.87,62.74,29.49,NOMINAL
PMP-02,73.17,142.14,295.45,63.61,29.33,NOMINAL
PMP-02,72.76,143.17,297.84,63.41,28.58,NOMINAL
PMP-02,72.93,143.83,296.33,63.18,29.15,NOMINAL
PMP-02,72.66,145.17,294.01,63.9,28.38,NOMINAL
PMP-02,72.17,143.77,295.92,64.76,29.15,NOMINAL
PMP-02,72.55,143.55,295.79,64.98,29.73,NOMINAL
PMP-02,72.0,142.51,296.07,65.14,30.04,NOMINAL
PMP-02,71.8,141.48,298.51,64.31,30.16,NOMINAL
PMP-02,71.67,140.19,299.9,63.46,30.24,NOMINAL
PMP-02,71.42,141.04,300.49,63.16,29.78,NOMINAL
PMP-02,71.72,140.94,301.84,62.16,30.45,NOMINAL
PMP-02,72.17,139.82,300.28,62,29.81,NOMINAL
PMP-02,72.12,139.03,300.22,62,30.55,NOMINAL
PMP-02,71.81,137.96,297.97,62,31.01,NOMINAL
PMP-02,72.21,137.06,299.46,62,31.59,NOMINAL
PMP-02,72.15,136.81,301.85,62.61,30.92,NOMINAL
PMP-02,72.63,136.51,300.23,63.07,31.25,NOMINAL
PMP-02,72.8,136,299.08,62.38,31.71,NOMINAL
PMP-02,73.4,136.24,299.22,62.24,31.13,NOMINAL
PMP-02,73.31,136,300.68,62.2,31.6,NOMINAL
PMP-02,73.78,137.27,298.84,62.26,31.94,NOMINAL
PMP-02,73.19,138.59,299.25,62,31.17,NOMINAL
PMP-02,73.08,139.77,299.46,62,30.48,NOMINAL
PMP-02,72.88,140.11,299.59,62.02,29.87,NOMINAL
PMP-02,72.84,139.11,299.03,62,30.45,NOMINAL
PMP-02,73.14,140.44,301.29,62.39,30.91,NOMINAL
PMP-02,72.62,139.6,299.86,62.14,30.72,NOMINAL
PMP-02,72.31,140.82,297.96,62.12,30.29,NOMINAL
PMP-02,71.91,140.38,295.89,62,30.74,NOMINAL
PMP-02,71.54,140.2,297.53,62,29.98,NOMINAL
PMP-02,71.32,139.32,298.43,62,29.87,NOMINAL
PMP-02,71.28,139.15,298.71,62.15,29.23,NOMINAL
PMP-02,71.17,139.0,297.1,63.07,29.93,NOMINAL
PMP-02,71.76,139.31,295.41,63.81,30.33,NOMINAL
PMP-02,72.21,138.4,294.85,63.96,29.53,NOMINAL
PMP-02,72.18,137.42,292.37,64.51,29.5,NOMINAL
PMP-02,71.78,138.77,290.96,63.59,29.85,NOMINAL
PMP-02,71.78,139.19,290,64.24,29.91,NOMINAL
PMP-02,72.25,138.21,290.23,63.77,30.47,NOMINAL
PMP-02,71.93,137.34,290.38,63.86,30.6,NOMINAL
PMP-02,71.97,138.53,291.82,64.48,30.08,NOMINAL
PMP-02,72.47,139.1,291.89,64.91,29.43,NOMINAL
PMP-02,72.53,139.59,291.93,64.09,29.81,NOMINAL
PMP-02,72.6,139.44,294.19,64.24,30.03,NOMINAL
PMP-02,72.57,138.91,291.87,64.58,29.99,NOMINAL
PMP-02,72.96,137.88,291.53,65.45,29.27,NOMINAL
PMP-02,73.49,136.77,290,64.48,29.4,NOMINAL
PMP-02,74.03,137.59,292.01,63.53,28.93,NOMINAL
PMP-02,74.47,137.26,292.09,63.0,28.47,NOMINAL
PMP-02,74.14,138.32,290.51,63.62,27.87,NOMINAL
PMP-02,73.9,138.64,293.0,64.06,27.87,NOMINAL
PMP-02,74.37,137.64,291.83,64.78,28.27,NOMINAL
PMP-02,74.06,138.61,290.67,64.69,28.7,NOMINAL
PMP-02,74.49,137.93,290.37,64.59,28.67,NOMINAL
PMP-02,74.67,136.7,292.17,65.44,28.68,NOMINAL
PMP-02,74.73,138.1,292.0,66.29,28.5,NOMINAL
PMP-02,74.35,138.85,292.54,66.92,28.48,NOMINAL
PMP-02,74.64,138.92,290.13,67.2,27.73,NOMINAL
PMP-02,74.25,139.26,291.39,68.08,26.96,NOMINAL
PMP-02,74.08,140.3,290,67.14,26.88,NOMINAL
PMP-02,74.56,141.59,290,66.71,26.61,NOMINAL
PMP-02,74.5,141.19,290,67.45,26.49,NOMINAL
PMP-02,74.78,142.58,291.04,68.37,26.31,NOMINAL
PMP-02,75.09,144.0,292.93,68.33,26.52,NOMINAL
PMP-02,74.85,143.43,293.17,67.59,26.14,NOMINAL
PMP-02,74.58,142.27,293.08,67.96,26.69,NOMINAL
PMP-02,74.63,142.23,293.76,68.73,27.33,NOMINAL
PMP-02,74.93,142.13,291.97,67.96,26.73,NOMINAL
PMP-02,75.41,142.03,290.06,68.68,27.25,NOMINAL
PMP-02,75.36,142.6,291.63,69.55,27.63,NOMINAL
PMP-02,75.12,142.56,293.0,69.34,27.72,NOMINAL
PMP-02,75.49,142.99,291.12,69.34,27.31,NOMINAL
PMP-02,74.93,144.39,290,68.59,27.13,NOMINAL
PMP-02,74.87,143.99,291.26,67.98,27.64,NOMINAL
PMP-02,74.74,142.99,290,68.73,26.96,NOMINAL
PMP-02,74.63,142.32,291.46,68.56,26.37,NOMINAL
PMP-02,74.46,141.27,291.35,68.87,26.15,NOMINAL
PMP-02,74.55,142.41,290,69.27,26.22,NOMINAL
PMP-02,74.62,142.72,290,69.82,26.58,NOMINAL
PMP-02,74.65,141.27,290.15,70.26,26,NOMINAL
PMP-02,74.97,141.15,290,69.74,26.46,NOMINAL
PMP-02,74.72,140.48,290,69.36,26.65,NOMINAL
PMP-02,74.76,139.59,290,68.62,26,NOMINAL
PMP-02,74.61,138.86,291.45,69.16,26.69,NOMINAL
PMP-02,74.49,139.81,291.04,68.96,27.27,NOMINAL
PMP-02,74.41,140.98,290.74,69.88,26.76,NOMINAL
PMP-02,74.25,141.2,290.96,70.19,26.47,NOMINAL
PMP-02,74.1,141.91,290,70.03,26.95,NOMINAL
PMP-02,74.58,141.19,291.51,69.84,26.51,NOMINAL
PMP-02,74.88,141.72,290.6,69.13,26.45,NOMINAL
PMP-02,74.36,143.01,290,68.46,27.24,NOMINAL
PMP-02,74.11,142.87,290,68.7,26.84,NOMINAL
PMP-02,73.91,141.37,290,69.44,26.63,NOMINAL
PMP-02,73.48,141.29,291.18,69.13,26.16,NOMINAL
PMP-02,73.23,141.68,293.17,68.5,26.43,NOMINAL
PMP-02,73.59,142.26,295.38,68.43,26.67,NOMINAL
PMP-02,73.54,142.35,294.58,67.83,27.37,NOMINAL
PMP-02,73.73,141.14,292.92,68.21,26.64,NOMINAL
PMP-02,73.66,139.99,292.25,68.36,26.63,NOMINAL
PMP-02,73.72,140.43,291.17,68.68,26,NOMINAL
PMP-02,73.68,140.8,290,68.41,26,NOMINAL
PMP-02,73.45,140.57,290,69.05,26,NOMINAL
PMP-02,73.86,140.5,290.68,70.02,26.71,NOMINAL
PMP-02,73.64,141.58,291.21,69.14,26.21,NOMINAL
PMP-02,73.79,140.9,290,69.48,26.16,NOMINAL
PMP-02,74.37,140.18,290,70.16,26.09,NOMINAL
PMP-02,74.79,139.97,290,69.39,26.41,NOMINAL
PMP-02,74.74,139.19,291.47,68.93,26.86,NOMINAL
PMP-02,75.33,139.44,291.32,69.42,27.65,NOMINAL
PMP-02,75.37,139.25,293.28,69.42,27.04,NOMINAL
PMP-02,75.75,138.1,292.86,68.48,26.87,NOMINAL
PMP-02,75.59,139.38,292.58,67.97,27.67,NOMINAL
PMP-02,75.18,138.66,290.58,67.15,27.35,NOMINAL
PMP-02,74.81,139.93,292.46,67.27,27.4,NOMINAL
PMP-02,74.52,140.17,292.63,68.15,27.19,NOMINAL
PMP-02,74.86,138.84,294.18,68.84,27.6,NOMINAL
PMP-02,75.39,139.2,296.41,68.23,28.17,NOMINAL
PMP-02,75.46,138.21,297.09,67.6,27.83,NOMINAL
PMP-02,75.77,137.14,295.32,67.97,27.41,NOMINAL
PMP-02,75.34,138.1,294.5,67.92,27.78,NOMINAL
PMP-02,75.58,138.28,294.6,68.74,28.47,NOMINAL
PMP-02,75.66,137.31,293.86,69.46,29.23,NOMINAL
PMP-02,75.54,136.71,294.39,69.0,28.45,NOMINAL
PMP-02,75.01,137.59,292.09,68.6,28.28,NOMINAL
PMP-02,74.7,136.13,292.37,69.58,27.57,NOMINAL
PMP-02,74.94,136,290.52,70.26,26.81,NOMINAL
PMP-02,74.5,136.06,291.0,70.0,26.58,NOMINAL
PMP-02,74.37,136,290.01,70.08,27.08,NOMINAL
PMP-02,74.08,136,292.41,70.73,26.5,NOMINAL
PMP-02,74.16,136,292.02,70.01,26.88,NOMINAL
PMP-02,74.08,136,291.87,69.91,26.77,NOMINAL
PMP-02,74.03,136.19,292.96,70.78,26.93,NOMINAL
PMP-02,74.23,137.4,294.84,71.76,26.48,NOMINAL
PMP-02,74.27,138.4,295.42,71.39,26.24,NOMINAL
PMP-02,74.54,137.36,296.49,70.96,26.6,NOMINAL
PMP-02,74.76,137.61,294.72,71.49,26,NOMINAL
PMP-02,74.93,138.76,295.88,71.43,26,NOMINAL
PMP-02,74.7,140.03,294.15,70.53,26,NOMINAL
PMP-02,74.41,138.71,295.65,71.12,26,NOMINAL
PMP-02,74.83,139.33,295.17,70.74,26.52,NOMINAL
PMP-02,75.05,139.64,294.77,70.92,26.01,NOMINAL
PMP-02,75.3,138.99,296.49,71.5,26.1,NOMINAL
PMP-02,75.66,139.6,296.38,71.64,26,NOMINAL
PMP-02,75.87,139.7,293.96,71.19,26.27,NOMINAL
PMP-02,75.85,139.23,295.21,70.91,26.8,NOMINAL
PMP-02,76.11,138.02,296.64,71.17,27.46,NOMINAL
PMP-02,76.12,136.52,296.91,71.85,27.68,NOMINAL
PMP-02,75.57,137.07,297.59,72,27.46,NOMINAL
PMP-02,75.85,136,297.13,72,26.99,NOMINAL
PMP-02,75.34,136,298.11,71.17,26.88,NOMINAL
PMP-02,75.76,136.98,300.48,70.25,27.33,NOMINAL
PMP-02,75.47,136,298.1,70.06,27.85,NOMINAL
PMP-02,76.01,136,298.74,70.41,28.56,NOMINAL
PMP-02,75.85,136,296.5,71.32,28.55,NOMINAL
PMP-02,75.97,136.71,296.63,71.67,27.81,NOMINAL
PMP-02,76.45,137.63,295.01,72,27.63,NOMINAL
PMP-02,76.31,136.35,293.49,71.15,27.71,NOMINAL
PMP-02,76.87,136,292.2,70.92,27.91,NOMINAL
PMP-02,76.97,136.68,291.87,70.48,27.69,NOMINAL
PMP-02,76.58,136.51,293.35,70.04,26.98,NOMINAL
PMP-02,76.49,136,293.56,69.18,27.28,NOMINAL
PMP-02,76.04,136,294.08,69.43,27.69,NOMINAL
PMP-02,75.73,136.96,295.81,69.5,27.51,NOMINAL
PMP-02,75.71,137.86,296.31,69.36,27.93,NOMINAL
PMP-02,75.45,138.53,297.79,69.45,27.8,NOMINAL
PMP-02,75.7,138.15,299.35,68.63,27.98,NOMINAL
PMP-02,76.18,136.93,301.83,68.28,27.38,NOMINAL
PMP-02,76.77,136.53,302.14,68.19,28.0,NOMINAL
PMP-02,76.68,136,303.04,67.57,28.67,NOMINAL
PMP-02,76.31,137.26,301.98,68.08,28.74,NOMINAL
PMP-02,76.4,138.22,303.11,67.2,29.23,NOMINAL
PMP-02,76.74,137.29,304.59,67.88,28.96,NOMINAL
PMP-02,76.72,137.95,306.91,67.04,28.59,NOMINAL
PMP-02,76.15,139.03,307.26,66.99,28.89,NOMINAL
PMP-02,76.53,138.42,309.65,66.38,29.21,NOMINAL
PMP-02,77,138.04,307.64,66.57,28.78,NOMINAL
PMP-02,76.94,136.56,309.05,66.5,29.39,NOMINAL
PMP-02,76.34,136.99,308.48,65.53,29.13,NOMINAL
PMP-02,76.53,136,308.38,66.47,29.52,NOMINAL
PMP-02,76.65,136,307.69,67.19,29.86,NOMINAL
PMP-02,77,136,307.57,67.5,30.58,NOMINAL
PMP-02,76.62,136.15,307.75,67.7,30.79,NOMINAL
PMP-02,76.93,136.66,306.89,66.92,30.99,NOMINAL
PMP-02,76.53,137.17,309.23,67.43,30.99,NOMINAL
PMP-02,75.96,137.24,307.77,68.15,31.05,NOMINAL
PMP-02,75.96,136.05,306.44,67.38,30.76,NOMINAL
PMP-02,76.53,137.05,305.6,67.96,30.08,NOMINAL
PMP-02,76.84,136.94,305.45,68.52,29.39,NOMINAL
PMP-02,77,136,304.37,68.04,29.39,NOMINAL
PMP-02,76.89,136,306.66,67.16,29.31,NOMINAL
PMP-02,77,136.67,307.95,67.69,28.65,NOMINAL
PMP-02,76.6,138.06,305.47,67.6,27.85,NOMINAL
PMP-02,77,139.46,306.33,68.58,28.47,NOMINAL
PMP-02,77,140.96,308.57,68.69,27.96,NOMINAL
PMP-02,77,141.89,306.97,68.05,27.94,NOMINAL
PMP-02,76.59,140.5,308.55,68.41,27.96,NOMINAL
PMP-02,76.49,139.74,307.02,68.01,28.67,NOMINAL
PMP-02,76.99,139.37,306.28,67.79,28.28,NOMINAL
PMP-02,76.61,140.74,308.38,68.68,28.35,NOMINAL
PMP-02,76.2,140.71,308.98,67.77,28.52,NOMINAL
PMP-02,76.16,141.8,306.74,67.64,28.48,NOMINAL
PMP-02,76.15,142.33,304.62,66.75,28.92,NOMINAL
PMP-02,75.66,141.72,304.35,65.98,28.45,NOMINAL
PMP-02,75.82,141.69,305.92,65.7,28.11,NOMINAL
PMP-02,76.22,142.81,304.91,65.89,28.27,NOMINAL
PMP-02,76.31,143.61,306.16,66.61,28.23,NOMINAL
PMP-02,76.79,145.04,304.74,67.48,27.62,NOMINAL
PMP-02,76.58,144.15,304.36,67.94,27.08,NOMINAL
PMP-02,76.74,144.7,302.25,67.62,27.56,NOMINAL
PMP-02,76.74,145.67,302.48,66.91,27.29,NOMINAL
PMP-02,76.98,147.06,303.06,66.02,27.92,NOMINAL
PMP-02,76.51,146.16,303.02,66.17,28.35,NOMINAL
PMP-02,76.43,147.12,302.93,65.21,27.98,NOMINAL
PMP-02,76.21,146.24,301.43,65.07,28.76,NOMINAL
PMP-02,76.52,145.07,300.46,66.04,29.28,NOMINAL
PMP-02,76.73,146.29,300.6,65.92,29.98,NOMINAL
PMP-02,77,147.57,302.27,66.33,29.7,NOMINAL
PMP-02,76.88,148.36,301.75,67.24,30.22,NOMINAL
PMP-02,76.55,147.16,302.54,67.96,30.15,NOMINAL
PMP-02,76.13,147.78,303.81,68.49,30.89,NOMINAL
PMP-02,75.76,146.87,301.52,69.04,31.11,NOMINAL
PMP-02,76.2,145.85,299.96,69.19,30.96,NOMINAL
PMP-02,76.64,147.3,302.42,69.06,30.79,NOMINAL
PMP-02,76.93,145.85,304.35,69.26,30.13,NOMINAL
PMP-02,77,145.76,302.53,68.46,29.57,NOMINAL
PMP-02,76.75,146.16,301.94,67.82,29.42,NOMINAL
PMP-02,76.33,147.21,303.21,67.08,30.15,NOMINAL
PMP-02,76.35,146.93,303.83,67.87,30.06,NOMINAL
PMP-02,76.09,147.96,305.24,68.31,29.31,NOMINAL
PMP-02,76.34,148.65,303.56,67.7,29.5,NOMINAL
PMP-02,76.04,149.18,305.21,68.25,29.97,NOMINAL
PMP-02,76.35,149.76,304.52,67.9,29.5,NOMINAL
PMP-02,76.39,149.34,304.91,67.03,29.19,NOMINAL
PMP-02,76.59,149.04,305.29,66.78,29.92,NOMINAL
PMP-02,76.54,149.67,303.5,66.2,30.56,NOMINAL
PMP-02,77,149.21,301.2,66.2,30.47,NOMINAL
PMP-02,76.82,147.94,300.72,65.54,30.2,NOMINAL
PMP-02,76.64,149.29,302.0,65.2,30.67,NOMINAL
PMP-02,77,149.01,303.91,64.64,30.51,NOMINAL
PMP-02,77,148.29,304.36,64.68,30.72,NOMINAL
PMP-02,76.78,148.55,302.61,64.63,30.61,NOMINAL
PMP-02,76.43,149.5,301.47,65.56,30.16,NOMINAL
PMP-02,76.16,150.77,301.64,66.39,30.85,NOMINAL
PMP-02,76.13,149.95,301.62,66.79,30.93,NOMINAL
PMP-02,75.72,150.2,300.59,65.95,31.01,NOMINAL
PMP-02,75.27,150.08,299.36,65.95,31.73,NOMINAL
PMP-02,75.12,151.39,298.11,65.86,31.81,NOMINAL
PMP-02,75.32,152,295.75,66.79,31.23,NOMINAL
PMP-02,75.3,152,294.01,67.19,31.11,NOMINAL
PMP-02,75.41,152,292.74,67.44,31.54,NOMINAL
PMP-02,75.9,152,294.28,67.48,31.07,NOMINAL
PMP-02,75.56,152,295.83,68.24,31.54,NOMINAL
PMP-02,75.17,151.17,297.91,67.28,32,NOMINAL
PMP-02,75.24,150.2,299.25,67.24,32,NOMINAL
PMP-02,74.83,151.56,299.69,67.08,31.24,NOMINAL
PMP-02,74.58,150.31,301.68,67.74,31.72,NOMINAL
PMP-02,74.7,150.74,301.88,68.59,31.39,NOMINAL
PMP-02,75.29,150.32,300.16,69.48,31.79,NOMINAL
PMP-02,75.77,151.22,298.13,69.35,31.76,NOMINAL
PMP-02,75.78,152,296.24,68.44,32,NOMINAL
PMP-02,76.3,152,293.88,67.49,31.98,NOMINAL
PMP-02,76.7,152,292.3,67.3,31.28,NOMINAL
PMP-02,77,152,291.17,68.17,30.6,NOMINAL
PMP-02,77,152,291.96,67.25,29.87,NOMINAL
PMP-02,76.79,151.85,291.19,67.66,29.89,NOMINAL
PMP-02,76.25,150.55,293.0,68.19,30.65,NOMINAL
PMP-02,76.57,151.32,294.35,67.63,30.03,NOMINAL
PMP-02,76.6,150.3,294.94,67.9,30.4,NOMINAL
PMP-02,76.68,150.59,297.27,68.37,30.72,NOMINAL
PMP-02,77,149.91,297.4,67.56,31.48,NOMINAL
PMP-02,76.8,150.37,297.65,67.31,31.85,NOMINAL
PMP-02,76.94,150.24,296.26,67.36,32,NOMINAL
PMP-02,76.93,151.34,296.56,68.09,31.93,NOMINAL
PMP-02,77,150.07,294.09,69.04,32,NOMINAL
PMP-02,77,151.48,296.31,69.96,32,NOMINAL
PMP-02,76.75,150.15,296.33,70.54,31.46,NOMINAL
PMP-02,77,151.04,296.55,71.22,31.17,NOMINAL
PMP-02,76.96,151.31,298.75,70.77,31.51,NOMINAL
PMP-02,77,151.22,296.56,70.01,31.66,NOMINAL
PMP-02,77,150.92,295.25,69.65,32,NOMINAL
PMP-02,76.49,151.09,296.7,68.9,32,NOMINAL
PMP-02,76.37,152,299.1,68.51,31.7,NOMINAL
PMP-02,76.82,152,301.13,68.02,31.07,NOMINAL
PMP-02,76.7,151.74,298.66,68.42,31.75,NOMINAL
PMP-02,76.64,150.95,297.7,67.52,31.36,NOMINAL
PMP-02,76.24,151.13,299.88,68.2,30.65,NOMINAL
PMP-02,76.36,151.78,301.02,67.4,31.35,NOMINAL
PMP-02,76.48,151.37,300.04,66.98,30.85,NOMINAL
PMP-02,76.22,150.71,297.73,66.32,31.27,NOMINAL
PMP-02,76.3,151.57,296.86,66.66,31.34,NOMINAL
PMP-02,75.8,151.99,295.11,66.97,30.96,NOMINAL
PMP-02,75.38,151.73,296.91,66.22,31.3,NOMINAL
PMP-02,75.2,152,298.19,66.34,31.37,NOMINAL
PMP-02,75.03,152,300.6,66.39,31.35,NOMINAL
PMP-02,75.28,151.58,298.17,65.56,30.79,NOMINAL
PMP-02,75.04,152,296.21,65.55,30.71,NOMINAL
PMP-02,75.21,151.21,295.35,64.83,31.17,NOMINAL
PMP-02,74.88,152,295.84,65.75,31.78,NOMINAL
PMP-02,75.3,151.87,296.31,66.11,31.01,NOMINAL
PMP-02,75.28,152,298.68,66.03,31.58,NOMINAL
PMP-02,75.71,152,296.47,65.95,31.89,NOMINAL
PMP-02,75.52,151.03,295.0,65.8,32,NOMINAL
PMP-02,75.46,151.16,297.1,64.9,31.44,NOMINAL
PMP-02,75.24,150.09,296.33,64.57,31.83,NOMINAL
PMP-02,75.27,149.99,297.83,63.74,32,NOMINAL
PMP-02,75.26,150.11,296.84,63.32,32,NOMINAL
PMP-02,75.23,150.7,295.57,63.88,31.27,NOMINAL
PMP-02,74.94,151.75,295.41,64.49,30.9,NOMINAL
PMP-02,74.91,151.83,297.1,63.76,31.65,NOMINAL
PMP-02,74.9,150.87,296.82,63.5,31.55,NOMINAL
PMP-02,74.68,152,296.81,63.66,31.56,NOMINAL
PMP-02,74.39,152,295.32,63.99,32,NOMINAL
PMP-02,73.89,152,295.41,64.66,31.6,NOMINAL
PMP-02,74.27,150.63,295.89,65.26,31.59,NOMINAL
PMP-02,74.07,151.68,295.5,64.87,32,NOMINAL
PMP-02,74.11,151.55,297.89,65.14,31.74,NOMINAL
PMP-02,73.7,151.76,295.82,64.91,31.71,NOMINAL
PMP-02,73.83,150.94,296.3,63.93,31.58,NOMINAL
PMP-02,73.5,152,295.14,64.03,31.66,NOMINAL
PMP-02,73.22,151.98,294.77,64.27,32,NOMINAL
PMP-02,73.78,151.68,296.87,64.54,31.72,NOMINAL
PMP-02,73.28,152,299.25,65.21,31.19,NOMINAL
PMP-02,72.89,152,300.09,65.66,31.1,NOMINAL
PMP-02,73.28,152,300.54,64.92,31.55,NOMINAL
PMP-02,72.74,151.76,300.72,65.23,31.9,NOMINAL
PMP-02,73.3,150.94,301.89,64.3,32,NOMINAL
PMP-02,73.51,150.8,301.59,63.35,32,NOMINAL
PMP-02,74.0,151.1,303.66,62.52,32,NOMINAL
PMP-02,73.68,150.78,305.04,63.47,31.96,NOMINAL
PMP-02,73.91,150.58,303.8,63.68,31.78,NOMINAL
PMP-02,73.99,151.34,301.48,64.01,32,NOMINAL
PMP-02,74.09,151.35,299.33,63.31,32,NOMINAL
PMP-02,73.89,151.8,300.04,63.52,32,NOMINAL
PMP-02,73.85,151.58,299.97,63.22,32,NOMINAL
PMP-02,74.38,151.83,301.74,62.88,31.2,NOMINAL
PMP-02,74.43,152,299.49,62.63,31.91,NOMINAL
PMP-02,74.15,152,300.44,63.33,31.67,NOMINAL
PMP-02,73.82,151.81,301.71,63.14,31.48,NOMINAL
PMP-02,73.95,150.68,304.01,63.82,31.45,NOMINAL
PMP-02,74.22,151.81,304.5,64.34,32,NOMINAL
PMP-02,74.38,152,304.1,63.58,32,NOMINAL
PMP-02,74.05,152,304.09,63.67,31.39,NOMINAL
PMP-02,74.43,150.7,306.57,63.79,31.73,NOMINAL
PMP-02,74.76,151.38,307.26,64.33,32,NOMINAL
PMP-02,75.2,152,306.48,63.89,32,NOMINAL
PMP-02,75.3,151.23,304.75,63.86,31.97,NOMINAL
PMP-02,75.31,152,302.28,64.02,32,NOMINAL
PMP-02,75.55,150.85,302.29,63.7,31.81,NOMINAL
PMP-02,75.25,150.29,302.21,64.62,32,NOMINAL
PMP-02,74.65,151.66,301.07,65.37,31.67,NOMINAL
PMP-02,75.05,152,301.32,64.74,31.36,NOMINAL
PMP-02,75.59,152,302.0,65.4,31.41,NOMINAL
PMP-02,75.07,151.12,301.17,66.34,32,NOMINAL
PMP-02,74.57,150.92,301.64,66.07,31.58,NOMINAL
PMP-02,74.21,151.55,303.46,66.64,30.87,NOMINAL
PMP-02,73.94,150.71,304.14,66.17,30.47,NOMINAL
PMP-02,74.13,150.04,304.3,66.02,29.84,NOMINAL
PMP-02,73.63,149.71,304.65,65.3,29.32,NOMINAL
PMP-02,73.7,150.42,302.77,66.29,29.06,NOMINAL
PMP-02,73.77,151.56,301.92,65.58,29.57,NOMINAL
PMP-02,73.6,152,302.47,65.04,29.65,NOMINAL
PMP-02,74.06,152,304.34,65.71,29.36,NOMINAL
PMP-02,74.12,152,302.07,66.13,29.49,NOMINAL
PMP-02,74.55,150.81,303.22,66.05,28.75,NOMINAL
PMP-02,74.56,150.29,303.89,65.26,29.14,NOMINAL
PMP-02,75.11,149.18,303.27,65.78,28.77,NOMINAL
PMP-02,74.55,149.48,301.57,65.91,28.62,NOMINAL
PMP-02,74.2,149.73,301.1,66.0,29.24,NOMINAL
PMP-02,74.17,149.13,301.46,66.12,29.14,NOMINAL
PMP-02,74.66,150.41,301.03,65.74,29.29,NOMINAL
PMP-02,74.16,149.44,303.18,66.0,29.08,NOMINAL
PMP-02,73.73,150.59,304.61,66.27,28.5,NOMINAL
PMP-02,73.27,151.77,303.62,66.25,28.92,NOMINAL
PMP-02,73.75,152,305.11,65.62,29.27,NOMINAL
PMP-02,73.86,152,305.38,64.68,29.45,NOMINAL
PMP-02,73.89,152,305.48,64.42,29.57,NOMINAL
PMP-02,74.23,151.35,303.45,64.56,29.4,NOMINAL
PMP-02,74.59,151.14,305.91,64.57,29.99,NOMINAL
PMP-02,74.28,151.29,303.78,64.15,29.3,NOMINAL
PMP-02,74.13,150.53,304.07,64.7,29.5,NOMINAL
PMP-02,73.63,150.85,305.67,64.97,30.21,NOMINAL
PMP-02,73.7,151.96,304.91,64.31,30.5,NOMINAL
PMP-02,74.19,152,306.31,63.95,30.56,NOMINAL
PMP-02,74.11,152,304.02,64.54,30.82,NOMINAL
PMP-02,74.51,151.66,304.57,65.36,30.23,NOMINAL
PMP-02,74.75,152,303.58,65.54,29.45,NOMINAL
PMP-02,75.31,152,301.83,66.53,28.94,NOMINAL
